0,1,2,3,4,5,6,7,8,9
0.22157073558561471,0.21065161751266565,0.16260029226834743,0.16757580386515408,0.18582390139508284,0.16276747323678345,0.17144333148388227,0.13766281673075534,0.1518945632319421,0.14794397814811355
0.21065161751266565,0.3586801909208543,0.15904108188357136,0.1600001770624796,0.17198187988357844,0.1588037945581152,0.17561218226316963,0.14083671147724566,0.1634958094817654,0.14729677815496633
0.16260029226834755,0.15904108188357138,0.15462473335439086,0.15899132343232902,0.14300179470928742,0.1423186834662034,0.1520726312687154,0.12776016436354562,0.13150911262860637,0.14438027153285904
0.16757580386515397,0.16000017706247957,0.15899132343232902,0.2501394356001433,0.16160577902489667,0.1830698067513033,0.17964707572072955,0.17305530261236937,0.15434997492832597,0.1726286007838129
0.1858239013950828,0.17198187988357844,0.14300179470928737,0.16160577902489665,0.2266700799200799,0.16034275909497672,0.15229847387315404,0.13091692607893068,0.1324799113041301,0.13949503048785344
0.16276747323678345,0.1588037945581153,0.14231868346620344,0.18306980675130344,0.16034275909497686,0.21576645217179413,0.18032413617090357,0.193254274120898,0.16735484012039792,0.17237155648783467
0.17144333148388202,0.17561218226316938,0.15207263126871529,0.17964707572072963,0.15229847387315396,0.18032413617090337,0.20815604229643334,0.1963962824839386,0.18249826035232486,0.15616557277643175
0.13766281673075537,0.14083671147724583,0.1277601643635457,0.17305530261236948,0.1309169260789308,0.19325427412089793,0.19639628248393873,0.25091841663400877,0.19034504576145894,0.1669748761686922
0.151894563231942,0.16349580948176548,0.1315091126286064,0.15434997492832597,0.13247991130413003,0.167354840120398,0.1824982603523249,0.19034504576145891,0.20319309238289704,0.1523022287008958
0.14794397814811347,0.1472967781549663,0.144380271532859,0.1726286007838129,0.13949503048785344,0.17237155648783478,0.15616557277643192,0.1669748761686921,0.15230222870089571,0.25545320997691595
