0,1,2,3,4,5,6,7,8,9
0.21787136137966978,0.21902715788398414,0.1568831081826635,0.14330495237516505,0.17645118253376368,0.1450996404873078,0.1563176328736488,0.13451136798675142,0.14119782300646017,0.14712448999191072
0.21902715788398397,0.3723922852215535,0.15257849204434773,0.1354384984615329,0.16513239630314036,0.140132072503394,0.1585974314926265,0.14449462016856168,0.15414177712945346,0.16941386339146214
0.15688310818266357,0.15257849204434779,0.14259024403962872,0.13397073273185772,0.14214445778671922,0.13214853182292494,0.13790249204721694,0.1228129541310011,0.11891712536258246,0.13417864199974383
0.14330495237516497,0.1354384984615329,0.1339707327318577,0.23261994207986053,0.13486601450749658,0.14993153166764356,0.13922032338782453,0.14020786580923256,0.11362184014277674,0.15491996303816954
0.17645118253376363,0.1651323963031403,0.1421444577867192,0.13486601450749658,0.2090838559823093,0.15198052532045314,0.14172629123989686,0.12825587356419163,0.12512186948408058,0.1386188740545035
0.14509964048730775,0.14013207250339402,0.1321485318229249,0.14993153166764356,0.15198052532045317,0.20783965595107096,0.16727269500684092,0.17890289077798585,0.15242284492927363,0.1645078516867552
0.1563176328736487,0.15859743149262648,0.1379024920472168,0.1392203233878245,0.14172629123989675,0.16727269500684083,0.18918602691227468,0.18954036789278164,0.1656528951980815,0.15427368970539473
0.13451136798675142,0.1444946201685618,0.12281295413100102,0.14020786580923264,0.12825587356419166,0.17890289077798574,0.18954036789278172,0.23878391552333222,0.17760686797799313,0.17765080201844166
0.1411978230064601,0.15414177712945346,0.11891712536258245,0.11362184014277676,0.1251218694840806,0.15242284492927358,0.1656528951980814,0.17760686797799316,0.18559925828559332,0.1458085999927425
0.14712448999191052,0.16941386339146214,0.13417864199974383,0.15491996303816952,0.13861887405450346,0.16450785168675505,0.15427368970539485,0.17765080201844163,0.1458085999927425,0.27621849761257083
