0,1,2,3,4,5,6,7,8,9
0.2268475022802956,0.23069246032298185,0.1668906381788939,0.15410425364743238,0.1845522118614773,0.1583226499069403,0.17232701671681436,0.14818639293348448,0.15264106719470807,0.14939423275601785
0.2306924603229817,0.3819901885159303,0.16346069451313414,0.1418574780199993,0.18189431354828306,0.14712155685420097,0.17537167214026506,0.14760428479799365,0.1589720122275851,0.1409492927753037
0.1668906381788939,0.1634606945131342,0.1612864940252434,0.14994208984459548,0.15060712395434356,0.14443738918700505,0.15078154925687842,0.1328387436580467,0.13310951382788905,0.13932128383201428
0.1541042536474323,0.1418574780199993,0.14994208984459537,0.24248870570924244,0.14198309998449452,0.16769844252078941,0.16554293147308102,0.16854112537031302,0.14123564015309767,0.14987039116680717
0.18455221186147733,0.18189431354828303,0.1506071239543435,0.1419830999844945,0.22218714571104276,0.1589367499616547,0.15405308269665646,0.1410579594203154,0.13645372431084066,0.13489050482132198
0.15832264990694023,0.14712155685420097,0.14443738918700508,0.1676984425207895,0.15893674996165477,0.21157921995347473,0.17388648809343796,0.18983570700347416,0.16458857602054802,0.16888316624121325
0.1723270167168142,0.17537167214026492,0.15078154925687823,0.1655429314730808,0.15405308269665632,0.17388648809343787,0.2088333290010419,0.2054825541256855,0.1827018031081318,0.15676332634942722
0.14818639293348462,0.1476042847979936,0.13283874365804674,0.1685411253703129,0.1410579594203154,0.18983570700347413,0.20548255412568564,0.2524866416228746,0.19012483822202006,0.17573659394556962
0.15264106719470819,0.15897201222758514,0.13310951382788902,0.14123564015309778,0.13645372431084077,0.164588576020548,0.18270180310813203,0.1901248382220201,0.1928872562860644,0.15451657994604498
0.14939423275601782,0.1409492927753037,0.13932128383201425,0.1498703911668072,0.134890504821322,0.16888316624121322,0.15676332634942747,0.17573659394556948,0.15451657994604495,0.276716761303988
